# freq_centers,unsmoothed_acf,smoothed_acf
1.830970429508592474e+02,2.149241176597306634e-04,3.069071419542499304e-04
1.845266859276123341e+02,1.314734345366741193e-04,4.011246159737719792e-04
1.859650728981070245e+02,9.257473949249331270e-04,4.738551991625753433e-04
1.874122038623433468e+02,1.907122771894901756e-03,5.452781862856982990e-04
1.888680788203212444e+02,1.419497587299297552e-03,5.852816810538246598e-04
1.903326977720407740e+02,1.367493385287576807e-03,6.203486971755714551e-04
1.918016887206311196e+02,7.634336891154276921e-04,6.907192751859689674e-04
1.932837956598338565e+02,8.026202298700719617e-04,7.402771522736102932e-04
1.947746465927781969e+02,1.421510503197064923e-03,8.155777925890364500e-04
1.962742415194641694e+02,1.732976067970164007e-03,8.155633614301866126e-04
1.977803944414563375e+02,1.095455971227376687e-03,8.937740729130706123e-04
1.992974773556255172e+02,9.833188213227634419e-04,9.524880364247950704e-04
2.008233042635363006e+02,1.084799059613600737e-03,9.368305361655486323e-04
2.023556891667533080e+02,8.434500027742613268e-04,8.235392947279109987e-04
2.038990040621472986e+02,1.168886121322428072e-03,7.265153949619582727e-04
2.054510629512829212e+02,9.754085526560181537e-04,6.408040939313072032e-04
2.070118658341601474e+02,1.075904687302410654e-03,6.126372374887644086e-04
2.085814127107789773e+02,0.000000000000000000e+00,6.560239033916292345e-04
2.101618895795748188e+02,1.264906655226659925e-03,6.469778079327437878e-04
2.117511104421122923e+02,9.197111992851001719e-04,5.759676048100629631e-04
2.133490752983913410e+02,7.155447060291033777e-04,5.049696155953289130e-04
2.149557841484120218e+02,3.861824439855896635e-04,5.204299563241437769e-04
2.165712369921743061e+02,1.169470983782354119e-04,5.053170995677329922e-04
2.181954338296781657e+02,2.168150747594762282e-04,5.773150139771704523e-04
2.198305606593590937e+02,3.852922959215208183e-04,6.229836739001565118e-04
2.214744314827815970e+02,1.385088292076973315e-03,6.706951683606464029e-04
2.231248603015103242e+02,1.300066239554586349e-03,7.097917510427780800e-04
2.247905911092868791e+02,7.796606990873191203e-04,8.255999693352495403e-04
2.264628799123696012e+02,4.213266217528683993e-04,8.688655129156131092e-04
2.281417267107585189e+02,4.845494264413946462e-04,9.332898838044665843e-04
2.298336894997598847e+02,1.202405512592679164e-03,9.995747491736174922e-04
2.315343962825028825e+02,8.706365233231045135e-04,1.080107379114207981e-03
2.332438470589874555e+02,1.863724078422480295e-03,1.199505371031453407e-03
2.349664138260844481e+02,1.816051392305750986e-03,1.318234673095466025e-03
2.366955385884876364e+02,1.651522594399571766e-03,1.322090715421264055e-03
2.384355933430678647e+02,1.629937815681300204e-03,1.261776211569629698e-03
2.401843920913896966e+02,1.641104799215278810e-03,1.183214526821350790e-03
2.419419348334531037e+02,1.878017643870617901e-03,1.191288052077583981e-03
2.437104075676935508e+02,1.832661470094989163e-03,1.217559302378447804e-03
2.454898102941110096e+02,1.654859827844802969e-03,1.275194694104787863e-03
2.472779570142700720e+02,1.527400981301800173e-03,1.291235324832367554e-03
2.490770337266061460e+02,1.808922162334450270e-03,1.345941099735112551e-03
2.508848544326837953e+02,1.899314212537832856e-03,1.294951324717025318e-03
2.527036051309385130e+02,4.399358234720716410e-04,1.338909795865766191e-03
2.545332858213702423e+02,5.303784692971431078e-04,1.365462442695908156e-03
2.563717105055435468e+02,1.867777374447195517e-04,1.268826572445629335e-03
2.582210651818938913e+02,8.940696869808134302e-04,1.159718231144658872e-03
2.600791638519857543e+02,7.936134558465408320e-04,1.014569205752658939e-03
2.619481925142547425e+02,1.301293862728934540e-03,9.000967992325303868e-04
2.638281511687006855e+02,1.429715425978876544e-03,8.620067013193355183e-04
2.657190398153236401e+02,1.645865700158833950e-03,8.286522903546489956e-04
2.676164864572529041e+02,1.141153903983228119e-03,7.719207190923927774e-04
2.695270490897944455e+02,2.438981776971332980e-03,7.021525502597929669e-04
2.714485417145129986e+02,2.027797065998513098e-03,7.392764493593393174e-04
2.733809643314086770e+02,2.605221318689234520e-04,7.734618701459945646e-04
2.743865236116936899e+02,5.772434210127154290e-04,7.734618701459945646e-04
2.753352469326582650e+02,7.696063105140181883e-04,8.429181523378872143e-04
2.762905282489290357e+02,1.614531785662292273e-04,8.429181523378872143e-04
2.772501815620706793e+02,6.950663196858551966e-04,8.545595443136235403e-04
2.782163928705184617e+02,3.365236454576387023e-04,8.545595443136235403e-04
2.791869761758371169e+02,7.614789247252434301e-04,8.783526457935776806e-04
